p.Top,p.Bottom,logTop,logBottom,meanCS.Top,meanCS.Bottom,medianCS.Top,medianCS.Bottom,Guide
crRNA0024:36-58,0.487829758558633,0.256765887442072,0.311731710410968,0.590462674838941,-0.10752698285538,0.0940381491976381,-0.10752698285538,0.0940381491976381,Perfect Match
crRNA0025:37-59,0.622888735109352,0.223255812559232,0.2055895232342,0.651197225252234,0.077304232932796,0.164433902512596,0.077304232932796,0.164433902512596,Perfect Match
crRNA0026:38-60,0.51442702359107,0.196190614082459,0.288676225371125,0.707321773458109,-0.0458457099957461,0.110782200857209,-0.0458457099957461,0.110782200857209,Perfect Match
crRNA0027:39-61,0.0348569947731445,0.172689024053008,1.45771005869766,0.762735264891693,-0.438095033049389,0.200647442552498,-0.438095033049389,0.200647442552498,Perfect Match
crRNA0028:40-62,0.24952955602229,0.441065191582174,0.602878006124103,0.355497214949507,-0.131802991060131,0.0118856981429957,-0.131802991060131,0.0118856981429957,Perfect Match
crRNA0029:41-63,0.338725359489644,0.844305638178333,0.47015228763606,0.0735003105472675,-0.184367035046572,-0.065873057007221,-0.184367035046572,-0.065873057007221,Perfect Match
crRNA0030:42-64,0.571286557675045,0.169681480012632,0.243145994732089,0.770365556428576,0.106430218131457,0.191697228599249,0.106430218131457,0.191697228599249,Perfect Match
crRNA0031:43-65,0.455360168611918,0.339044084816159,0.341644960784118,0.469743828205158,0.0498640763740365,0.0938117650199129,0.0498640763740365,0.0938117650199129,Perfect Match
crRNA0032:44-66,0.434858553552074,0.553090736371663,0.361651983048371,0.25720361539878,0.210273695174737,-0.013195889939769,0.210273695174737,-0.013195889939769,Perfect Match
crRNA0033:45-67,0.591322862235868,0.307306146729959,0.228175329607459,0.512428752909241,-0.0917328678984289,0.0642395862933491,-0.0917328678984289,0.0642395862933491,Perfect Match
crRNA0034:46-68,0.236910715990629,0.213854876782273,0.625415294742226,0.669880841570457,0.217447706099076,0.0734994155352504,0.217447706099076,0.0734994155352504,Perfect Match
crRNA0035:47-69,0.327664399092971,0.628518849759041,0.484570742375272,0.201681692960397,0.178922532894523,-0.0273174211014828,0.178922532894523,-0.0273174211014828,Perfect Match
crRNA0036:48-70,0.0845220896210953,0.778048915382135,1.07302977451972,0.108993098366686,-0.275482796876077,-0.116193906263334,-0.275482796876077,-0.116193906263334,Perfect Match
crRNA0037:49-71,0.18732033761353,0.764089075822454,0.727415068146198,0.116856009378288,0.306581874208983,0.0159703796164365,0.306581874208983,0.0159703796164365,Perfect Match
crRNA0038:50-72,0.565576780429051,0.564273176607105,0.247508428664009,0.248510593941187,0.172285025197263,0.0716531028396375,0.172285025197263,0.0716531028396375,Perfect Match
crRNA0039:51-73,0.38684576437048,0.401627260285655,0.412462153932653,0.396176817302672,-0.118993353947454,0.0437288887298019,-0.118993353947454,0.0437288887298019,Perfect Match
crRNA0040:52-74,0.213533528510441,0.249874960449732,0.670533923431343,0.602277261614055,0.30071127974562,0.159275876523965,0.30071127974562,0.159275876523965,Perfect Match
crRNA0041:53-75,0.425568306067442,0.689342403628118,0.371030723317703,0.161565005859085,-0.0302990723505815,-0.00039243503672648,-0.0302990723505815,-0.00039243503672648,Perfect Match
crRNA0042:54-76,0.308217357932663,0.616853862526789,0.511142906688019,0.209817711518619,-0.22399640172862,0.000718955113592493,-0.22399640172862,0.000718955113592493,Perfect Match
crRNA0043:55-77,0.694401240788029,0.148990788066168,0.158389511813545,0.826840582699856,0.0114897023998672,0.19416812133456,0.0114897023998672,0.19416812133456,Perfect Match
crRNA0044:56-78,0.759744054494911,0.00928072994020135,0.119332689879353,2.0324178646718,-0.0389364179302859,0.350970739745182,-0.0389364179302859,0.350970739745182,Perfect Match
crRNA0046:58-80,0.458691384104262,0.561397903951939,0.338479417424412,0.250729213190368,0.0804149877508029,0.0280884918846892,0.0804149877508029,0.0280884918846892,Perfect Match
crRNA0047:59-81,0.616853862526789,0.391285361611981,0.209817711518619,0.407506399198877,0.0277119138852263,0.0707850335269175,0.0277119138852263,0.0707850335269175,Perfect Match
crRNA0048:60-82,0.850090881308127,0.327037889868971,0.0705346423553918,0.485401928049998,-0.011597622612146,0.114123953090123,-0.011597622612146,0.114123953090123,Perfect Match
crRNA0049:61-83,0.793029455376131,0.194979937465986,0.100710681446908,0.710010073232692,0.0342122742365635,0.116424624423849,0.0342122742365635,0.116424624423849,Perfect Match
crRNA0050:62-84,0.314940791131267,0.348998911702518,0.501771085899107,0.457175927316832,-0.192357124926544,0.108715751268604,-0.192357124926544,0.108715751268604,Perfect Match
crRNA0051:63-85,0.130775631908744,0.909656620486342,0.883473172781561,0.0411225153393645,-0.204744585716661,-0.0166153024751809,-0.204744585716661,-0.0166153024751809,Perfect Match
crRNA0052:64-86,0.508944018702949,0.457950064816726,0.293329985257484,0.339181875177059,-0.0210222222257014,0.030215348064779,-0.0210222222257014,0.030215348064779,Perfect Match
crRNA0053:65-87,0.713233163801137,0.134966573934309,0.146768471272094,0.869773776344669,0.0506921510524085,0.164339743245024,0.0506921510524085,0.164339743245024,Perfect Match
crRNA0054:66-88,0.463897405967036,0.101014944942879,0.333578055973053,0.995614368533468,0.138357984112132,0.177164157594983,0.138357984112132,0.177164157594983,Perfect Match
crRNA0055:67-89,0.698513494454119,0.268312842135114,0.155825199413292,0.57135854039201,-0.0580135617862499,0.155903358674764,-0.0580135617862499,0.155903358674764,Perfect Match
crRNA0056:68-90,0.611704496282837,0.302168096621512,0.21345832724513,0.519751391064652,0.0269674327921139,0.0931234688540978,0.0269674327921139,0.0931234688540978,Perfect Match
crRNA0057:69-91,0.479691733480578,0.874128751242713,0.31903776565898,0.0584245950130915,-0.120546659967213,-0.0141073315572776,-0.120546659967213,-0.0141073315572776,Perfect Match
crRNA0058:70-92,0.268264654882598,0.337133981095908,0.571436543879068,0.472197470977492,-0.201062513383131,-0.112828816455316,-0.201062513383131,-0.112828816455316,Perfect Match
crRNA0059:71-93,0.491866696223513,0.297073362581422,0.308152582067632,0.527136287955797,-0.0528004375753319,0.0798975047954192,-0.0528004375753319,0.0798975047954192,Perfect Match
crRNA0060:72-94,0.858694216885203,0.0331560522065041,0.0661614619682894,1.47943718520854,0.0569170679234426,0.329769355149668,0.0569170679234426,0.329769355149668,Perfect Match
crRNA0061:73-95,0.49119424798584,0.294868214983792,0.308746727540008,0.530372039252598,-0.069808111257029,0.0281233008710219,-0.069808111257029,0.0281233008710219,Perfect Match
crRNA0062:74-96,0.142718201696701,0.712770850953905,0.845520635208143,0.147050069252777,-0.197984116845003,-0.00853088732953228,-0.197984116845003,-0.00853088732953228,Perfect Match
crRNA0063:75-97,0.712431741595222,0.476662906112497,0.147256739275393,0.32178864353649,-0.0623002677582054,-0.175727818813139,-0.0623002677582054,-0.175727818813139,Perfect Match
crRNA0064:76-98,0.126650788105138,0.424140824285296,0.897392103396942,0.372489923936083,-0.19923314694009,-0.0891409169261402,-0.19923314694009,-0.0891409169261402,Perfect Match
crRNA0065:77-99,0.15647929694274,0.0956157244222738,0.805543113825482,1.01947068023162,-0.165804628765365,0.157004240046532,-0.165804628765365,0.157004240046532,Perfect Match
crRNA0066:78-100,0.475152089610604,0.182143392973115,0.323167356466928,0.739586577632932,-0.135984381101649,0.143080195733847,-0.135984381101649,0.143080195733847,Perfect Match
crRNA0067:79-101,0.0200809695724854,0.726681154317765,1.69721532191474,0.138656102613855,-0.331518135993236,0.021600730850149,-0.331518135993236,0.021600730850149,Perfect Match
crRNA0068:80-102,0.214586528642788,0.0477181200106896,0.668397545742576,1.32131667491508,-0.186338013256278,0.20774125364907,-0.186338013256278,0.20774125364907,Perfect Match
crRNA0069:81-103,0.231347448975845,0.403016372124896,0.635735285020026,0.394677310734641,-0.206205363177396,-0.120316296295499,-0.206205363177396,-0.120316296295499,Perfect Match
crRNA0070:82-104,0.452409280190363,0.0660773133365978,0.344468495050454,1.17994762347839,-0.0837315625487435,0.230050908685007,-0.0837315625487435,0.230050908685007,Perfect Match
crRNA0071:83-105,0.153349373768059,0.414920646911242,0.814317993203711,0.382034953658573,-0.122343917228443,0.0258493475595477,-0.122343917228443,0.0258493475595477,Perfect Match
crRNA0072:84-106,0.240656281901572,0.0191119036902443,0.618602797358403,1.71869605177329,0.167289007503409,0.367762554704201,0.167289007503409,0.367762554704201,Perfect Match
crRNA0073:85-107,0.369809809485739,0.168199740733097,0.432021573033461,0.774174677968976,-0.0702102739149503,0.207180907060004,-0.0702102739149503,0.207180907060004,Perfect Match
crRNA0074:86-108,0.877031602294343,0.245905769715294,0.0569847573126678,0.609231281240472,0.0232913881041649,0.165152359794758,0.0232913881041649,0.165152359794758,Perfect Match
crRNA0075:87-109,0.849009553366371,0.175889017338268,0.0710874228880198,0.754761277417445,-0.0230423322278737,0.162480275791757,-0.0230423322278737,0.162480275791757,Perfect Match
crRNA0076:88-110,0.289070756422956,0.00850816013276,0.538995841108754,2.07016434480133,-0.22371997517633,0.320476417692307,-0.22371997517633,0.320476417692307,Perfect Match
crRNA0077:89-111,0.0728815332509279,0.223514584849958,1.13738249943499,0.650694132875698,-0.390412773733792,0.173897904791069,-0.390412773733792,0.173897904791069,Perfect Match
crRNA0078:90-112,0.655275365042794,0.114302336264887,0.18357615895838,0.941944892819246,-0.0540107735628718,0.21127823066299,-0.0540107735628718,0.21127823066299,Perfect Match
crRNA0079:91-113,0.196190614082459,0.0941043083900227,0.707321773458109,1.02639049275575,0.241945512141512,0.241587024871424,0.241945512141512,0.241587024871424,Perfect Match
crRNA0080:92-114,0.242270517390202,0.212018215530864,0.615699433216196,0.673626825086829,-0.178819206882741,0.17694516361907,-0.178819206882741,0.17694516361907,Perfect Match
crRNA0081:93-115,0.926443470507378,0.82852285162418,0.0331810752071471,0.0816955087323688,-0.00211070784906146,-0.0522525910430073,-0.00211070784906146,-0.0522525910430073,Perfect Match
crRNA0082:94-116,0.528661073348193,0.471628050166901,0.276822666618656,0.32640037306289,-0.0539233962505019,0.0887673815606635,-0.0539233962505019,0.0887673815606635,Perfect Match
crRNA0083:95-117,0.823546749653659,0.055169083298598,0.0843117425290318,1.2583042323132,0.0685356444250177,0.209885537601171,0.0685356444250177,0.209885537601171,Perfect Match
crRNA0084:96-118,0.159963767382821,0.148568418929032,0.795978376142022,0.828073498398429,-0.270331407360453,0.181172200143914,-0.270331407360453,0.181172200143914,Perfect Match
crRNA0085:97-119,0.437074492696146,0.307913470982506,0.359444537835554,0.511571310624598,-0.0921059022954786,0.122204960716266,-0.0921059022954786,0.122204960716266,Perfect Match
crRNA0086:98-120,0.0706006949456144,0.319799310210347,1.15119102402525,0.495122477338262,-0.190621412231863,0.143575866518498,-0.190621412231863,0.143575866518498,Perfect Match
crRNA0087:99-121,0.514034406147944,0.505953486336478,0.289007811160151,0.29588940718376,0.094719367481199,0.0828405621621403,0.094719367481199,0.0828405621621403,Perfect Match
crRNA0088:100-122,0.763566660056845,0.37468369153024,0.117153042653232,0.426335209581844,-0.019046470565047,0.0910058864367518,-0.019046470565047,0.0910058864367518,Perfect Match
crRNA0089:101-123,0.434183557310381,0.751178264506499,0.362326627460556,0.124256986957941,-0.051988327448398,0.00379591586253154,-0.051988327448398,0.00379591586253154,Perfect Match
crRNA0090:102-124,0.103163811628161,0.44170069376154,0.986472620212887,0.354871918612172,-0.304953667040763,0.109383025051054,-0.304953667040763,0.109383025051054,Perfect Match
crRNA0091:103-125,0.126467631580801,0.877056033156427,0.898020614603876,0.0569726596404905,-0.268205463133945,-0.0429057046031887,-0.268205463133945,-0.0429057046031887,Perfect Match
crRNA0092:104-126,0.536652813018922,0.205063363614113,0.270306589819045,0.688111923256508,-0.0105558557750274,0.137061536086484,-0.0105558557750274,0.137061536086484,Perfect Match
crRNA0093:105-127,0.610420527080112,0.743132941810033,0.214370870453359,0.128933486737528,0.00814978542675781,-0.043317963086657,0.00814978542675781,-0.043317963086657,Perfect Match
crRNA0094:106-128,0.640293101399019,0.846057241060215,0.193621177295743,0.0726002532309275,0.085244679240897,-0.0664811876401262,0.085244679240897,-0.0664811876401262,Perfect Match
crRNA0095:107-129,0.508553499616076,0.189220848848055,0.293663352739529,0.723031013595856,0.215578421835908,-0.320678345519333,0.215578421835908,-0.320678345519333,Perfect Match
crRNA0101:113-135,0.273679688016392,0.555669391382261,0.56275743390059,0.255183525330686,0.198603678324236,0.091729108443469,0.198603678324236,0.091729108443469,Perfect Match
crRNA0102:114-136,0.706314208764564,0.500774593222399,0.151002057056243,0.300357713150693,0.119365869704841,0.0312297897011757,0.119365869704841,0.0312297897011757,Perfect Match
crRNA0103:115-137,0.787110442035232,0.810679029582177,0.103964326089099,0.0911510610453063,-0.0262911950170288,-0.0125502794035159,-0.0262911950170288,-0.0125502794035159,Perfect Match
crRNA0104:116-138,0.378042560360342,0.559669083223656,0.422459304159738,0.252068683367022,0.0984176900052535,0.0586972818275001,0.0984176900052535,0.0586972818275001,Perfect Match
crRNA0105:117-139,0.433101929603445,0.129464084309556,0.363409881349212,0.887850696058065,0.098172847682596,0.148659464288573,0.098172847682596,0.148659464288573,Perfect Match
crRNA0106:118-140,0.506603152420551,0.365027730527291,0.29533211206898,0.437674141687305,-0.0486946822489024,0.073056129523009,-0.0486946822489024,0.073056129523009,Perfect Match
crRNA0107:119-141,0.442156711540015,0.0368262271749425,0.354423778400354,1.4338427720773,-0.0824353887561096,0.234988067370824,-0.0824353887561096,0.234988067370824,Perfect Match
crRNA0108:120-142,0.324054776690679,0.126066920477844,0.489381572497779,0.899398855842455,-0.0786403084152748,0.148877932680283,-0.0786403084152748,0.148877932680283,Perfect Match
crRNA0109:121-143,0.78379271597594,0.425925551219452,0.105798776869851,0.370666305874218,0.00793334921919157,0.059801049107462,0.00793334921919157,0.059801049107462,Perfect Match
crRNA0110:122-144,0.489601670531389,0.451673056910869,0.310157109037891,0.345175815092641,-0.10459668445305,0.0610810268435607,-0.10459668445305,0.0610810268435607,Perfect Match
crRNA0111:123-145,0.157781476880086,0.756883395392219,0.801943983135144,0.120971022267894,-0.302336070915093,-0.0487055354034885,-0.302336070915093,-0.0487055354034885,Perfect Match
crRNA0112:124-146,0.015455892626511,0.320495739662336,1.81090590800129,0.494177739166806,-0.305173626937473,-0.132917841558301,-0.305173626937473,-0.132917841558301,Perfect Match
crRNA0113:125-147,0.863266460218388,0.281758359589016,0.0638551320473016,0.550123189853205,0.00188559630366227,0.075339352667822,0.00188559630366227,0.075339352667822,Perfect Match
crRNA0114:126-148,0.50543474269431,0.345450066690258,0.29633490875201,0.461614719138118,-0.0271477131071279,-0.0825936404536345,-0.0271477131071279,-0.0825936404536345,Perfect Match
crRNA0115:127-149,0.274252839038539,0.0686349098433742,0.561848867956024,1.16345493245693,-0.214171200911723,0.204785914520796,-0.214171200911723,0.204785914520796,Perfect Match
crRNA0116:128-150,0.207263265321111,0.56633143926705,0.68347766405202,0.246929328323679,-0.135381544786034,-0.000968830848400274,-0.135381544786034,-0.000968830848400274,Perfect Match
crRNA0117:129-151,0.565919486969882,0.365027730527291,0.24724535123559,0.437674141687305,0.0155325522775768,-0.162190837137424,0.0155325522775768,-0.162190837137424,Perfect Match
crRNA0118:130-152,0.518641722007066,0.317669553555223,0.285132549447485,0.498024407321401,0.0142301018725333,-0.0523920831732615,0.0142301018725333,-0.0523920831732615,Perfect Match
crRNA0119:131-153,0.363375649684819,0.0781218782266911,0.43964417873915,1.10722732383679,0.166008668513904,0.201787537891119,0.166008668513904,0.201787537891119,Perfect Match
crRNA0120:132-154,0.302168096621512,0.327977878528854,0.519751391064652,0.484155447620142,0.105393154500725,0.0554067985216243,0.105393154500725,0.0554067985216243,Perfect Match
crRNA0121:133-155,0.298268226584705,0.433822864858813,0.525393007965082,0.362687562002964,0.162438474883524,0.0371827090124461,0.162438474883524,0.0371827090124461,Perfect Match
crRNA0122:134-156,0.289659794999587,0.547157409243469,0.538111781018382,0.261887715473656,0.142354693441438,0.0450350049344104,0.142354693441438,0.0450350049344104,Perfect Match
crRNA0123:135-157,0.145901707897119,0.115961161823885,0.835939624309749,0.935687442065103,-0.253305666367599,0.139030442233148,-0.253305666367599,0.139030442233148,Perfect Match
crRNA0124:136-158,0.98621784625014,0.396784254054586,0.00602714289407943,0.401445570673329,0.0221268010139158,0.0859053249901506,0.0221268010139158,0.0859053249901506,Perfect Match
crRNA0125:137-159,0.101655393247699,0.625912091762917,0.992869575259283,0.203486658392085,-0.200674023086669,-0.164651702499255,-0.200674023086669,-0.164651702499255,Perfect Match
crRNA0126:138-160,0.100900959233584,0.488070469997328,0.996104705042848,0.311517467912366,-0.365548915312616,0.0485517142325974,-0.365548915312616,0.0485517142325974,Perfect Match
crRNA0127:139-161,0.409297052154195,0.121826442256458,0.387961383226162,0.914258438470668,-0.0921151820064903,0.179752493424147,-0.0921151820064903,0.179752493424147,Perfect Match
crRNA0128:140-162,0.714915595867977,0.365358596343554,0.145745228705984,0.437280669896293,-0.00176340122576128,-0.0994813041229565,-0.00176340122576128,-0.0994813041229565,Perfect Match
crRNA0129:141-163,0.353691960402819,0.791080382182617,0.451374811806325,0.10177938532065,-0.103506788521024,0.00909981749984672,-0.103506788521024,0.00909981749984672,Perfect Match
crRNA0130:142-164,0.366312673966848,0.780887092096406,0.436148055021928,0.10741175591055,-0.16202710928426,-0.0432691883501672,-0.16202710928426,-0.0432691883501672,Perfect Match
crRNA0131:143-165,0.0918367346938775,0.788647413048988,1.03698356625317,0.103117116932379,-0.299903248638301,-0.0253546634207368,-0.299903248638301,-0.0253546634207368,Perfect Match
crRNA0132:144-166,0.475529568912193,0.301265878374176,0.32282247301439,0.521050054098213,-0.03575466906446,0.0957837578338786,-0.03575466906446,0.0957837578338786,Perfect Match
crRNA0133:145-167,0.711810403320558,0.33175132260144,0.147635668942885,0.479187337047213,0.0635821562774682,0.0936413162316764,0.0635821562774682,0.0936413162316764,Perfect Match
crRNA0134:146-168,0.768838405435103,0.634610377960425,0.114164930682972,0.197492830038801,0.0735840479804647,0.032898268784631,0.0735840479804647,0.032898268784631,Perfect Match
crRNA0135:147-169,0.386164997649092,0.271913396640741,0.41322709362437,0.565569395046465,0.130720591887036,0.00140621836157262,0.130720591887036,0.00140621836157262,Perfect Match
crRNA0136:148-170,0.520334271148696,0.331135230217409,0.283717568913485,0.479994611228988,-0.136309878503497,0.120735834942572,-0.136309878503497,0.120735834942572,Perfect Match
crRNA0137:149-171,0.61369089024113,0.283504791521561,0.212050323428424,0.547439596687163,-0.036738091270776,0.0877323095859646,-0.036738091270776,0.0877323095859646,Perfect Match
crRNA0138:150-172,0.1754300768493,0.0169981844721937,0.755895946375418,1.76959746190489,-0.293126479455641,0.276685696643393,-0.293126479455641,0.276685696643393,Perfect Match
crRNA0139:151-173,0.195514868427817,0.233194527067222,0.708820209978502,0.632281646419014,-0.254095983302255,0.162913274589999,-0.254095983302255,0.162913274589999,Perfect Match
crRNA0140:152-174,0.211262582456033,0.554038069278431,0.675177415734518,0.256460392835615,-0.176405149882137,0.0444933138590148,-0.176405149882137,0.0444933138590148,Perfect Match
crRNA0141:153-175,0.440338261023227,0.817100224539107,0.356213577022118,0.0877246701570659,-0.0569062703068206,-0.0394389498705016,-0.0569062703068206,-0.0394389498705016,Perfect Match
crRNA0142:154-176,0.487156411025424,0.0591762692694678,0.312331577719226,1.22785241813375,-0.0706985077527702,0.122700238895426,-0.0706985077527702,0.122700238895426,Perfect Match
crRNA0143:155-177,0.540268655548676,0.239315207432258,0.267390227939467,0.621029702999327,0.0995947137849738,0.100361234051687,0.0995947137849738,0.100361234051687,Perfect Match
crRNA0144:156-178,0.64732199531497,0.222222222222222,0.18887963586539,0.653212513775344,0.0243094042836658,0.11363003012523,0.0243094042836658,0.11363003012523,Perfect Match
crRNA0145:157-179,0.111177209333069,0.0162271134906471,0.953984231416902,1.78975872641981,-0.254362906751816,0.35948515948845,-0.254362906751816,0.35948515948845,Perfect Match
crRNA0146:158-180,0.847246709290277,0.488453045306959,0.0719901092888722,0.311177178402115,0.0604516537156602,-0.00823679445328545,0.0604516537156602,-0.00823679445328545,Perfect Match
crRNA0147:159-181,0.476662906112497,0.185665259119269,0.32178864353649,0.731269351964524,-0.108216480924597,0.142555462512594,-0.108216480924597,0.142555462512594,Perfect Match
crRNA0148:160-182,0.478554799098126,0.076679932774661,0.320068324170786,1.11531827654002,0.105988575529388,0.250467353634899,0.105988575529388,0.250467353634899,Perfect Match
crRNA0149:161-183,0.299155156807914,0.191130952568306,0.524103506430764,0.71866897573365,-0.0783585308888923,0.172370343653404,-0.0783585308888923,0.172370343653404,Perfect Match
crRNA0150:162-184,0.287600782926694,0.199111525986119,0.541209936021143,0.7009035992027,-0.209100037344994,0.150791121080298,-0.209100037344994,0.150791121080298,Perfect Match
crRNA0151:163-185,0.438161066528535,0.80812285696,0.358366214961109,0.0925226094682521,0.187499616083192,-0.0193429026516745,0.187499616083192,-0.0193429026516745,Perfect Match
crRNA0152:164-186,0.51930802505857,0.111725554786658,0.284574966040175,0.951847480120851,-0.127428669939779,0.187450777881051,-0.127428669939779,0.187450777881051,Perfect Match
crRNA0153:165-187,0.32641198017533,0.478933627343021,0.486233909879708,0.319724668789921,0.173145041749304,-0.111350477677098,0.173145041749304,-0.111350477677098,Perfect Match
crRNA0154:166-188,0.431661857683783,0.363705766088135,0.364856324587404,0.43924981370908,-0.0575990004468867,0.0367441060839635,-0.0575990004468867,0.0367441060839635,Perfect Match
crRNA0155:167-189,0.0846813398724109,0.158216735919917,1.07221227896402,0.800747579414573,0.40574265666108,-0.211512780090158,0.40574265666108,-0.211512780090158,Perfect Match
crRNA0156:168-190,0.429506246281975,0.0477181200106896,0.367030515869832,1.32131667491508,-0.0475384747525553,0.0804737715855735,-0.0475384747525553,0.0804737715855735,Perfect Match
crRNA0157:169-191,0.386164997649092,0.211766187956664,0.41322709362437,0.674143381131674,-0.100701324992845,-0.215979452519148,-0.100701324992845,-0.215979452519148,Perfect Match
crRNA0158:170-192,0.0835697356475805,0.69988694356276,1.07795097161503,0.154972108203311,0.341727509740458,-0.128779704376894,0.341727509740458,-0.128779704376894,Perfect Match
crRNA0159:171-193,0.0880602180282076,0.0925016138607822,1.05522024360588,1.03385069012888,0.541673868892318,-0.560880896742512,0.541673868892318,-0.560880896742512,Perfect Match
crRNA0160:172-194,0.0823083237745712,0.180046460605085,1.0845562427152,0.744615411670033,0.501251558609031,-0.259580733846457,0.501251558609031,-0.259580733846457,Perfect Match
crRNA0161:173-195,0.07449232144,0.0550405589781245,1.1278884913873,1.25931716416422,0.484640382389069,-0.593598719250144,0.484640382389069,-0.593598719250144,Perfect Match
crRNA0162:174-196,0.702179023062284,0.900801032511182,0.153552148815946,0.0453711246978223,-0.013298644737378,-0.0118615151586481,-0.013298644737378,-0.0118615151586481,Perfect Match
crRNA0163:175-197,0.658381456885748,0.532602610744873,0.181522409396035,0.273596709039937,0.0364482568260266,0.0226295816795477,0.0364482568260266,0.0226295816795477,Perfect Match
crRNA0164:176-198,0.02341773072064,0.0356795504241752,1.63045519223777,1.44758062653611,0.744891287732467,-0.535455970669075,0.744891287732467,-0.535455970669075,Perfect Match
crRNA0165:177-199,0.0740446970865373,0.769798853068449,1.13050603921599,0.113622740300943,0.420142675712614,-0.00126458977297482,0.420142675712614,-0.00126458977297482,Perfect Match
crRNA0166:178-200,0.00483491257123732,0.0206556943618217,2.31561137477074,1.6849602011987,1.19820707502612,-0.70459190911717,1.19820707502612,-0.70459190911717,Perfect Match
crRNA0167:179-201,0.00219135839939783,0.00897167204070691,2.65928658722631,2.04712661042506,1.50541128912184,-1.02656465319862,1.50541128912184,-1.02656465319862,Perfect Match
